issue_number,title,category,is_merged
"17154","DOC: Remove references to PyCObject","Documentation,Py3K","True"
"17152","MAINT: Clean up some Npy_ vs Py_ macro usage","Maintenance,Py3K","True"
"17151","BUG: Fix incorrect cython definition of npy_cfloat","Bug","True"
"17150","ENH: Add support for the abstract scalars to cython code","Enhancement","True"
"17149","MAINT: Replace PyInt macros with their PyLong replacement","Maintenance,Py3K","True"
"17147","MAINT: Bump hypothesis from 5.26.0 to 5.28.0","Maintenance","False"
"17146","MAINT: ``Replace PyUString_*`` by ``PyUnicode_*`` equivalents.","Maintenance,Py3K","True"
"17145","MAINT, BUG: Replace uses of PyString_AsString.","Bug,Maintenance,Py3K","True"
"17144","ENH: Add annotations to 3 functions in `np.core.function_base`","Enhancement,static typing","True"
"17143","MAINT: Change handling of the expired financial functions.","Maintenance","True"
"17142","DOC: NEP-42: Fix a few typos.","Documentation","True"
"17141","MAINT: Make arrayprint str and repr the ndarray defaults.","Maintenance","True"
"17137","API,MAINT: Rewrite promotion using common DType and common instance","Enhancement,API","True"
"17133","MAINT: Chain ValueError in ma.timer_comparison","Maintenance","True"
"17132","MAINT: Chain some exceptions in arraysetops.","Maintenance","True"
"17131","BUG,TST: Fixed an issue in the `trim_zeros` deprecation tests","Bug,Testing","False"
"17129","BLD: Check for reduce intrinsics and AVX512BW mask operations","Enhancement","True"
"17127","MAINT: Remove duplicated symbols from link step","Maintenance","True"
"17125","BUG: Remove non-threadsafe sigint handling from fft calculation","Bug,Backport","True"
"17123","ENH: allow running mypy through runtests.py","static typing","True"
"17121","BUG: core: fix ilp64 blas dot/vdot/... for strides > int32 max","Bug","True"
"17119","DOC: make spacing consistent in NEP 41 bullet points","None","True"
"17117","ENH: Make numpy scalars subtypes of their builtin counterpart","Enhancement,Needs decision,static typing","False"
"17116","API: Remove `np.ctypeslib.ctypes_load_library`","Deprecation,Python API","True"
"17115","DOC: Fix spacing in vectorize doc","Documentation","True"
"17112","BUG: Handle errors from the PyCapsule API","Bug,Maintenance,Py3K","True"
"17109","MAINT: Split einsum into multiple files","Maintenance","True"
"17107","ENH: Add runtime CPU dispatching support for einsum","None","False"
"17104","ENH: Add placeholder stubs for all sub-modules","Enhancement,static typing","True"
"17096","ENH: Add aliases for common scalar unions","Enhancement,static typing","False"
"17093","NEP: Adjust NEP-35 to make it more user-accessible","","True"
"17092","MAINT: Bump hypothesis from 5.23.12 to 5.26.0","Maintenance","True"
"17091","MAINT: Bump pytest-cov from 2.10.0 to 2.10.1","Maintenance","True"
"17089","Create Transformations2D.py","Enhancement","False"
"17078","DOC: Fixes duplication of toctree content (Closes #17077)","Documentation","True"
"17074","DOC: use the pydata_sphinx_theme","Documentation","True"
"17068","MAINT, BUG: Remove uses of PyString_FromString.","Bug,Maintenance","True"
"17067","DEP: lib: Remove the deprecated financial functions.","Deprecation","True"
"17065","MAINT: Convert lambda func to list comprehension","None","False"
"17064","MAINT: Simplify check for key in dictionary","None","False"
"17063","MAINT: Remove obsolete conversion to set","Maintenance","True"
"17062","API, BUG: Raise error on complex input to i0","None","True"
"17061","MAINT: Change os.mkdir to os.makedirs","None","False"
"17059","BUG: fix pickling of arrays larger than 2GiB","Bug","True"
"17058","MAINT: Revert boolean casting back to elementwise comparisons in `trim_zeros`","Maintenance","True"
"17055","MAINT: Replace lambda function by list comprehension","None","True"
"17054","Change mode of open in func write_file()","None","False"
"17053","BUG: fix typo in polydiv that prevented promotion to poly1d","Bug","True"
"17052","MAINT: Delete obsolete conversion to list","None","True"
"17051","MAINT: Change open() to with open()","None","True"
"17050","MAINT: Remove _EXTRAFLAGS variable","None","True"
"17048","STY: core._internal style fixups","Maintenance","True"
"17047","ENH: speed up core._internal._commastring","None","False"
"17041","MAINT: Bump hypothesis from 5.23.9 to 5.23.12","Maintenance","True"
"17040","MAINT: Update setuptools requirement from <49.2.0 to <49.4.0","Maintenance","False"
"17039","DOC: Use a less ambiguous example for array_split","Documentation","True"
"17036","DOC: Clarify that `np.char` comparison functions always return ndarrays","Maintenance,Documentation","True"
"17033","BUG: fix a compile and a test warning","Bug,Testing","True"
"17032","ENH: Update linalg.py to include two new autoregularizing methods","Enhancement,Needs decision,Needs Release Note.,Close?,Needs tests","False"
"17031","ENH Update linalg.py to include new autoregularized solvers named auto***","None","False"
"17029","MAINT: Add error return to all casting functionality and NpyIter","Enhancement,Maintenance,priority: high","True"
"17028","DOC: Disclaimer for FFT library","Documentation","True"
"17024","DOC: Makeover for Sphinx pages","Documentation","False"
"17022","DOC: Fix non-matching pronoun.","Documentation","True"
"17015","ENH: Add NumPy declarations to be used by Cython 3.0+","Enhancement,Maintenance,Backport","True"
"17014","MAINT: Improve error handling in umathmodule setup","Maintenance","True"
"17013","MAINT: Simplify scalar power","Maintenance","True"
"17010","BUG: Raise correct errors in boolean indexing fast path","Bug,Needs Release Note.","True"
"17009","NEP: Updated NEP-35 with keyword-only instruction","Maintenance,Documentation","True"
"17008","Update tutorial-ma.rst","None","False"
"17006","fixing typo in tutorial-ma","None","False"
"17004","fixing typo in tutorial-ma","None","False"
"17002","DOC: clip()  allows arguments.","Documentation","True"
"17000","BLD: pin setuptools < 49.2.0","Maintenance,Backport","True"
"16999","ENH: add Chebyshev (cosine) transforms implemented via FFTs","Enhancement","False"
"16998","MAINT: Configure hypothesis in ``np.test()`` for determinism, use of global tmpdir","Maintenance,Testing,Backport","True"
"16996","DOC: Revise glossary page","Enhancement,Documentation","True"
"16993","BLD: pin setuptools < 49.2.0","Maintenance","True"
"16992","MAINT: Bump pytest from 5.4.3 to 6.0.1","Maintenance","True"
"16991","MAINT: Bump hypothesis from 5.23.2 to 5.23.9","Maintenance","True"
"16989","TST: skip typing tests if mypyc not installed","Testing,static typing","False"
"16988","DOC: Add the new NumPy logo to Sphinx pages","Documentation","True"
"16986","ENH: Add NumPy declarations to be used by Cython 3.0+","Enhancement,Maintenance","True"
"16982","ENH: Increase the use of `Literal` types ","Enhancement,static typing","True"
"16977","fix bugs in unwrap function","None","False"
"16974","TST: Add pypy win32 CI testing.","Enhancement,Testing","True"
"16973","DOC: Fixed typo in lib/recfunctions.py","Documentation","True"
"16969","ENH: Add Neon SIMD implementations for add, sub, mul, and div","Enhancement","True"
"16966","MAINT: Added the `order` parameter to `np.array()` ","Maintenance,static typing","True"
"16962","MAINT: Chain exception in ``distutils/fcompiler/environment.py``.","Maintenance","True"
"16959","TST: Change aarch64 to arm64 in travis.yml.","Maintenance,Testing","True"
"16957","MAINT: Use arm64 instead of aarch64 on travisCI.","Bug,Maintenance","True"
"16953","update numpy/lib/arraypad.py with appropriate chain exception","None","True"
"16952","MAINT: Bump hypothesis from 5.20.2 to 5.23.2","Maintenance","True"
"16950","DOC: Clarify input to irfft/irfft2/irfftn","None","True"
"16949","ENH: enable colors for `runtests.py --ipython`","Enhancement","True"
"16948","BLD, BUG: aarch64 -> arm64","Bug","False"
"16944","Change the name of the folder "icons" to "logo".","Maintenance","True"
"16943","DEP: Deprecate size-one ragged array coercion","Deprecation","True"
"16941","BUG: Allow array-like types to be coerced as object array elements","Bug","True"
"16940","BLD: update OpenBLAS build","","True"
"16936","BUG: Fix memory leak of buffer-info cache due to relaxed strides","Bug","True"
"16935","ENH: implement NEP-35's `like=` argument","Enhancement,priority: high","True"
"16931","Revert "Merge pull request #16248 from alexrockhill/edge"","None","True"
"16930","ENH: make edge kwonly in np.digitize","Enhancement","False"
"16925","REL: Update master after 1.19.1 release.","Documentation,Release","True"
"16922","REL: Prepare for NumPy 1.19.1 release","Documentation,Release","True"
"16919","DOC: Add ufunc docstring to generated docs.","Documentation","True"
"16917","DOC: Add correctness vs strictness consideration for np.dtype","Documentation,static typing","True"
"16916","BUG: Fix string/bytes to complex assignment","Bug,Regression,Backport","True"
"16914","BUG: Fix string/bytes to complex assignment","Bug,Regression","True"
"16911","ENH: Speed up trim_zeros","Enhancement,Benchmark","True"
"16910","MAINT: Bump hypothesis from 5.19.1 to 5.20.2","Maintenance","True"
"16907","DOC: update val to be scalar or array like optional closes #16901","Documentation","True"
"16906","BUG,DOC: Fix bad MPL kwarg.","Documentation,Backport","True"
"16905","TST, BUG: Re-raise MemoryError exception in test_large_zip's process","Bug,Testing,Backport","True"
"16904","DOC: Reconstruct Testing Guideline.","Documentation,Backport","True"
"16900","MAINT: Chaining exceptions in numpy/__init__.py ","Maintenance","True"
"16899","MNT: also use Py_SET_REFCNT instead of Py_REFCNT","Maintenance","True"
"16897","DOC: Fix the declarations of C fuctions","Documentation","True"
"16896","DOC: Remove links for C codes","Documentation","True"
"16894","DOC: Fix wrong markups in `arrays.dtypes`","Documentation","True"
"16890","TST, BUG: Re-raise MemoryError exception in test_large_zip's process","Bug,Testing","True"
"16888","ENH: Integrate the new CPU dispatcher with umath generator","Enhancement","True"
"16887","DOC: Remove the links for ``True`` and ``False``","Documentation","True"
"16886","DOC: Fix types including curly braces","Documentation","True"
"16884","DOC: Add an autosummary of scalar types","Documentation","False"
"16883","BUG,DOC: Fix bad MPL kwarg in docs","Documentation","True"
"16882","BLD: Remove unused pip install","Maintenance","True"
"16879","MAINT: Configure hypothesis in ``np.test()`` for determinism, use of global tmpdir","Maintenance,Testing","True"
"16878","DOC: edit to the documentation of lib/polynomial.py/polyfit","Maintenance,Documentation","True"
"16875","BLD, MAINT: Pin setuptools","Maintenance,Backport","True"
"16874","TST, MAINT: fix the test for ``np.ones``","None","True"
"16873","ENH: Add prefetch and shuffle api to universal simd.","Enhancement","False"
"16872","BUG: Validate output size in bin- and multinomial","Bug,Backport","True"
"16871","BUG: Update compiler check for AVX-512F","Bug","True"
"16870","BLD, MAINT: Pin setuptools","Maintenance","True"
"16868","BUG: Validate output size in bin- and multinomial","Bug","True"
"16867","Update financial.py","None","False"
"16866","MAINT: Change the way strings are concated","","False"
"16861","MAINT: It's faster to use an astype than to multiply by 1.0","Maintenance","False"
"16860","MAINT: Remove deprecated python function 'file()'","Maintenance","True"
"16859","MAINT: ignore `.hypothesis/`","Maintenance","False"
"16858","BUG: fix the search dir of dispatch-able sources","","True"
"16857","MAINT: fix new compiler warnings on clang","Maintenance","True"
"16854","DOC: clarify whats required for new features see #13924","Documentation","True"
"16852","MAINT: While to For loop","None","False"
"16851","TST: get more info in shippable failures","Testing,WIP","False"
"16850","DEP: Deprecate NumPy object scalars","Deprecation","True"
"16849","MAINT: Change for loop (range -> for each)","None","True"
"16848","MAINT: Remove Duplicated Code","Maintenance","True"
"16847","MAINT: Remove Duplicated Code (function extract rmap)","Maintenance","True"
"16846","MAINT: Unused argument range","None","False"
"16845","TST: Disable shippable until we can fix it.","Testing","True"
"16843","BLD: upgrade setuptools on shippable","","False"
"16841","BUG: linspace should round towards -infinity","Bug,Needs Release Note.,Python API","True"
"16840","MAINT: Bump hypothesis from 5.19.0 to 5.19.1","Maintenance","True"
"16838","MAINT: Remove code that will never run","None","True"
"16837","BLD: update openblas hashes, re-enable check","","True"
"16836","DOC: improve SIMD features tables","None","True"
"16835","DOC: Explaining why datetime64 doesn't work for allclose + isclose","Documentation","True"
"16834","Avoid using uninitialized bytes in getlimits.py.","None","True"
"16832","MAINT: setuptools 49.2.0 emits a warning, avoid it","Maintenance,Backport","True"
"16831","MAINT: fix sphinx deprecation","Maintenance,Documentation","True"
"16829","DOC,BLD: Add pandas to doc_requirements.txt","","True"
"16828","MAINT: Fix ``runtest.py`` warning.","Maintenance,Testing","False"
"16827","MAINT: Fix ``runtest.py`` warning. ","Maintenance","True"
"16826","DOC: describe ufunc copy behavior when input and output overlap","Documentation","True"
"16824","DOC: add examples to random number generator pages","Documentation","True"
"16823","created readme.txt","None","False"
"16822","MAINT: setuptools 49.2.0 emits a warning, avoid it","Maintenance","True"
"16821","DOC: fix inconsistent parameter name in np.ndindex docstring","Maintenance,Documentation","True"
"16820","MAINT: Make void scalar to array creation copy when dtype is given","Maintenance","True"
"16819","DOC: replace dec.slow with pytest.mark.slow","Documentation","True"
"16817","BUG: Do not inherit flags from the structured part of a union dtype","Bug","True"
"16816","BLD: temporarily disable OpenBLAS hash checks","","True"
"16815","BUG: fix mgrid output for lower precision float inputs","Bug","True"
"16814","DOC: Add a reST label to /user/building.rst","Bug,Documentation","True"
"16812","API: Disable dtype attribute lookup on void subclasses","Maintenance","False"
"16811","DOC: Add explanation of 'K' and 'A' layout options to 'asarray*' functions","Documentation","True"
"16809","MAINT: Remove object fallback for subclasses","Maintenance","False"
"16808","DOC: update parameter choices for asarray, asarray_contiguous, and asarray_chkfinite converters","None","False"
"16807","BUG, MAINT: Remove overzealous automatic RST link","Bug,Maintenance,Documentation","True"
"16806","DOC: adding docs on passing dimensions as tuple to ndindex ","Maintenance,Documentation","True"
"16805","DOC: add example to corrcoef function","Documentation","True"
"16802","MAINT: Explicitly disallow object user dtypes","Maintenance","True"
"16800","MAINT: Move typing tests","Maintenance,Testing,static typing","True"
"16798","DOC: Fix RST/numpydoc standard.","Bug,Maintenance,Documentation","True"
"16795","BLD: update cython to 0.29.21","Maintenance,Testing,Backport","True"
"16794","TST: Upgrade to Python 3.8 for DEBUG testing.","Maintenance,Testing","True"
"16793","BLD, MAINT: update cython to 0.29.21","Maintenance,Testing","True"
"16792","DOC: Minor RST formatting.","Maintenance,Documentation","True"
"16789","BUG: fix decode error when building and get rid of warn","Bug","True"
"16788","SIMD: ARM Neon intrinsics implemention of MultiplyIntList","Enhancement","False"
"16786","BENCH: Add basic benchmarks for scalar indexing and assignment","Enhancement","True"
"16784","BUG: Added missing return after raising error in methods.c","Bug,Backport","True"
"16782","ENH, TST: Bring the NumPy C SIMD vectorization interface "NPYV" to Python","Enhancement","True"
"16780","BUG: Fix default fallback in genfromtxt","Bug,Backport","True"
"16779","BLD, ENH: Add RPATH support for AIX ","Enhancement,Backport","True"
"16778","NEP: Update NEP 42 to note the issue of circular references","Maintenance","True"
"16777","BUG: Added missing return after raising error in methods.c","Bug","True"
"16776","MAINT: Fix deprecated functions in scalarapi.c","Maintenance,Backport","True"
"16775","DOC: switch to logo with text","Documentation","True"
"16772","MAINT: Remove unneeded call to PyUnicode_READY","Maintenance,Backport","True"
"16771","MAINT: Fix deprecated functions in scalarapi.c","Maintenance","True"
"16770","MAINT: Remove unneeded call to PyUnicode_READY","Maintenance","True"
"16768","MAINT: Fixes for deprecated functions in scalartypes.c.src","Maintenance,Backport","True"
"16767","ENH: Update NumPy logos","Enhancement","True"
"16765","MAINT: Bump hypothesis from 5.16.3 to 5.19.0","Maintenance","True"
"16764","MAINT: Bump mypy from 0.781 to 0.782","Maintenance","True"
"16762","MAINT: Fixes for deprecated functions in scalartypes.c.src","Maintenance","True"
"16761","MAINT: Tidy exception chaining in  _datasource.py","Maintenance","True"
"16760","DOC: Added a section in the 'Iterating over arrays' doc page on basic iteration.","Documentation","True"
"16759","ENH: make dtype generic over scalar type","Enhancement,static typing","True"
"16757","DOC: Add Matti Picus to steering council page","Maintenance,Documentation","True"
"16756","numpy two","None","False"
"16752","BLD: add manylinux1 OpenBlAS 0.3.10 hashes and test for them","","True"
"16750","WIP, MAINT: Fix use of deprecated PyUnicode_DATA in scalarapi.c","Maintenance,WIP","False"
"16748","MAINT: Fix some compiler warnings","Maintenance","False"
"16747","MAINT: Chaining exceptions in numpy/core/_internal.py","Maintenance","True"
"16746","TST: Allow periodic 3.9-dev testing","Testing,WIP","False"
"16743","DOC: add example to unique() and make connection to repeat()","Documentation","True"
"16742","DOC: add unique() to See Also of repeat()","Documentation","True"
"16738","DOC: Remove redundant word","Maintenance,Documentation","True"
"16736","DOC: Prepend `ma.` to references in ``numpy.ma``","Documentation","True"
"16735","DOC: Tweak a sentence about broadcasting.","Documentation","True"
"16731","DOC: reword random c-api introduction, cython is documented in Extending","Documentation","True"
"16730","ENH: Use f90 compiler specified in f2py command line args for pgi compiler","Enhancement","True"
"16729","ENH: Add annotations to the last 8 functions in numpy.core.fromnumeric","Enhancement,static typing","True"
"16724","BUG: Fix PyArray_SearchSorted signature.","Bug,Backport,API","True"
"16723","NEP: Initial draft for NEP 43 for extensible ufuncs","Documentation","True"
"16720","BUG: Fix PyArray_SearchSorted signature.","Bug,API","True"
"16718","DOC: fix typo","Documentation","True"
"16714","MAINT: Disable use_hugepages in case of ValueError","Maintenance,Backport","True"
"16710","ENH, BLD: Add RPATH support for AIX","Enhancement","True"
"16709","DOC: Add dep directive to alen docstring.","Documentation","True"
"16708","MAINT: Disable use_hugepages in case of ValueError","Maintenance","True"
"16706","DOC: Add instruction about stable symlink","None","True"
"16705","TST: Disable Python 3.9-dev testing.","Maintenance,Testing","True"
"16704","TST: Disable Python 3.9-dev testing.","Maintenance,Testing","True"
"16703","BLD: Add CPU entry for Emscripten / WebAssembly","Enhancement,Backport","True"
"16702","BLD: Add CPU entry for Emscripten / WebAssembly","Enhancement","True"
"16699","MAINT: Fixup quantile tests to not use `np.float`","Maintenance","True"
"16696","MAINT: add py.typed sentinel to package manifest","Maintenance,static typing","True"
"16693","TST: Add extra debugging information to CPU features detection","Testing,Backport","True"
"16691","DOC: Remove "matrix" from `triu` docstring.","Documentation","True"
"16690","DOC: fixed docstring for descr_to_dtype","None","True"
"16684","MAINT: Allow `None` to be passed to certain `generic` subclasses","Maintenance,static typing","True"
"16683","DOC: updated gcc minimum recommend version to build from source","None","True"
"16682","BLD: Enable compilation on new Apple arm64-based macOS architecture","Enhancement","False"
"16675","ENH: Add support for file like objects to np.core.records.fromfile","Enhancement","True"
"16674","TST: Add extra debugging information to CPU features detection","Testing","True"
"16672","BUG: Fix bug in AVX complex absolute while processing array of mixed dtypes","Bug,Backport","True"
"16671","DOC: Simplify and update git setup page","None","True"
"16669","MAINT: remove blacklist/whitelist terms","None","True"
"16666","BUG: Fix bug in AVX complex absolute while processing array of mixed dtypes","Bug","True"
"16664","DOC: Add lib.format.open_memmap to autosummary.","Documentation","True"
"16659","MAINT: Bump mypy from 0.780 to 0.781","Maintenance,static typing","True"
"16658","MAINT: Bump hypothesis from 5.16.1 to 5.16.3","Maintenance","True"
"16656","BUG: raise IEEE exception on AIX","Bug,Backport","True"
"16654","REL: Fix outdated docs link","Documentation,Backport,Release","True"
"16653","DOC: cross-reference numpy.dot and numpy.linalg.multi_dot","Documentation","True"
"16652","MAINT: Replace `PyUString_GET_SIZE` with `PyUnicode_GetLength`.","Maintenance,Backport","True"
"16651","MAINT: Prefer generator expressions over list comprehensions in any()","Maintenance","True"
"16650","ENH: Allow genfromtxt to unpack structured arrays","Enhancement","True"
"16649","MAINT, CI: disable Shippable cache","Maintenance,Backport","True"
"16648","REL: Update master after 1.19.0 release.","Maintenance,Release","True"
"16647","ENH: Added annotations to 8 functions from np.core.fromnumeric","Enhancement,static typing","True"
"16646","TST: add a static typing test for memoryviews as ArrayLikes","Testing,static typing","True"
"16645","REL: Update 1.19.0-changelog.rst for 1.19.0 release.","Documentation,Release","True"
"16644","MAINT: Improve performance of np.full","Maintenance","True"
"16643","REL: Fix outdated docs link","Documentation,Release","True"
"16642","MAINT: Replace `PyUString_GET_SIZE` with `PyUnicode_GetLength`.","Maintenance","True"
"16641","USIMD: Optimize the performace of np.einsum for all platforms","Maintenance","False"
"16639","BUG: Fix uint->timedelta promotion to raise TypeError","None","True"
"16635","BENCH: remove obsolete goal_time param","None","True"
"16633","MAINT: lib: Some code clean up in loadtxt","Maintenance","True"
"16630","ENH,BUG:distutils Remove the origins from the implied features","","True"
"16629","ENH: add tool to find functions missing types","Enhancement,static typing","True"
"16627","DOC: Updated documentation for numpy.squeeze","Documentation","True"
"16626","TST: Add int32 input testcase for cholesky.","Testing","False"
"16623","BUG: Initialize stop-reading in array_from_text","Bug","True"
"16622","MAINT: Implemented two dtype-related TODO's","Maintenance,static typing","True"
"16621","BENCH: Expand array-creation benchmarks","Enhancement,Benchmark","True"
"16620","MAINT, CI: disable Shippable cache","Maintenance","True"
"16619","BLD: check if std=c99 is really required","Maintenance","True"
"16618","ENH: add annotation for abs","Enhancement,static typing","True"
"16617","BLD: Openblas 0.3.10","","True"
"16613","MAINT: bump mypy version to 0.780","None","True"
"16608","MAINT: Bump cython from 0.29.19 to 0.29.20","Maintenance","False"
"16607","MAINT: Bump hypothesis from 5.16.0 to 5.16.1","Maintenance","True"
"16606","MAINT: Bump pytest-cov from 2.9.0 to 2.10.0","Maintenance","True"
"16605","MAINT: Avx512 intrinsics implementation for float64 input np.log","Enhancement","True"
"16603","DOC: make addition of types a "new feature" in release notes","Documentation,static typing","True"
"16602","MAINT: Move and improve ``test_ignore_nan_ulperror``.","Maintenance,Testing,Backport","True"
"16601","MAINT: Move and improve ``test_ignore_nan_ulperror``.","Maintenance,Testing","True"
"16596","BUG: Fix reference count leak in mapping.c","Bug","True"
"16594","ENH: Add ``__f2py_numpy_version__`` attribute to Fortran modules.","","True"
"16592","BUG: Raise TypeError for float->timedelta promotion","Bug","True"
"16591","DOC: Disallow complex args in arange","Documentation","True"
"16590","DOC: Clarify dtype default for logspace and geomspace","Documentation","True"
"16589","MAINT: Remove nickname from polynomial classes.","","True"
"16586","BUG: fix sin/cos bug when input is strided array","Bug,Backport","True"
"16583","MAINT: changed np.generic arguments to positional-only","Maintenance,static typing","True"
"16581","DOC: Added an example for np.transpose(4d_array)","Documentation,Needs work","True"
"16580","Added an example for np.transpose(4d_array) in documentation","Duplicate","False"
"16579","ENH: Improve performance of np.full","Enhancement","False"
"16574","MAINT: fix name of first parameter to dtype constructor in type stubs","Maintenance,static typing","True"
"16572","BUG: fix sin/cos bug when input is strided array","Bug","True"
"16571","TST: Add new tests for array coercion","Testing","True"
"16570","ENH: Throw TypeError on operator concat on Numpy Arrays","Enhancement","True"
"16563","BUG: Ensure SeedSequence 0-padding does not collide with spawn keys","Bug,Backport","True"
"16558","ENH: make typing module available at runtime","Enhancement,Triaged,static typing","True"
"16556","MAINT: simplifying annotations for np.core.from_numeric","Maintenance,static typing","True"
"16555","CI: drop win32 3.7, 3.6 builds","Testing","True"
"16554","DEP: Remove deprecated numeric types and deprecate remaining","Deprecation,Python API","True"
"16551","BUG: Ensure SeedSequence 0-padding does not collide with spawn keys","Bug","True"
"16541","BUG: Fix kwonly args ignored in compat/_inspect.py","Bug","False"
"16540","SIMD: SSE2 intrinsic implementation for float64 input of np.enisum","Enhancement","True"
"16535","ENH: Make the default int intp when a flag is set","None","False"
"16532","BUG: Remove non-threadsafe sigint handling from fft calculation","Bug","True"
"16530","MAINT: Bump pytest from 5.4.2 to 5.4.3","Maintenance","True"
"16529","BUG: Fix cython warning in random/_common.pyx.","Bug","True"
"16528","BUG: fix GCC 10 major version comparison","Bug,Backport","True"
"16527","BUG:random: Error when ``size`` is smaller than broadcast input shapes.","Bug,Backport","True"
"16526","MAINT:ARMHF Fix detecting feature groups NEON_HALF and NEON_VFPV4","Bug,Maintenance,Backport","True"
"16524","MAINT: f2py: move thread-local declaration definition to common macro","Maintenance","True"
"16523","MAINT: Improve buffer speed","Maintenance","True"
"16522","MAINT:ARMHF Fix detecting feature groups NEON_HALF and NEON_VFPV4","Bug,Maintenance","True"
"16520","STY: f2py: replace \t by whitespace for readability","Maintenance","True"
"16519","BUG: f2py:  make callbacks threadsafe","Bug","True"
"16515","ENH: add type stubs from numpy-stubs","Enhancement,static typing","True"
"16514","STY: trivial doc style fix in NEP 45.","Maintenance","True"
"16511","Update .gitignore file","None","False"
