issue_number,title,category,is_merged
"16510","DOC: Minor rounding correction in Generator.binomial","Documentation","True"
"16506","DOC: only single-polynomial fitting in np.polynomial.Polynomial.fit()","Documentation","True"
"16505","BUG: raise IEEE exception on AIX","Bug","True"
"16504","DOC: Correct MV Normal sig","Documentation","True"
"16503","BUG:random: Error when ``size`` is smaller than broadcast input shapes.","Enhancement","True"
"16502","DOC: Add neps to intersphinx mapping.","None","False"
"16501","MAINT: make Py_SET_SIZE and Py_SET_TYPE macros a bit safer","Maintenance","True"
"16500","DOC: Point Contributing page to new NEP 45","Maintenance,Documentation","True"
"16496","ENH: add optional argument `dtype` to numpy.fft.fftfreq (#9126)","Enhancement","False"
"16486","REL: Prepare for NumPy 1.18.5 release.","Documentation,Release","True"
"16485","BUG: Fix result when a gufunc output broadcasts the inputs.","Bug","True"
"16482","SIMD: Optimize the performace of np.packbits in ARM-based machine.","Enhancement","True"
"16476","ENH: add `norm=forward,backward` to numpy.fft functions","Python API,Triaged","True"
"16474","MAINT: use zip instead of range in piecewise","Maintenance","True"
"16472","DOC: Fixes for 18 broken links","Documentation","True"
"16471","BLD: install mingw32 v7.3.0 for win32","","True"
"16468","BUG: fix GCC 10 major version comparison","Bug","True"
"16465","DOC: Fix development_workflow links","Documentation","True"
"16464","MAINT: Bump hypothesis from 5.15.1 to 5.16.0","Maintenance","True"
"16463","DOC: Improve assert_warns docstring with example","None","True"
"16462","Multivariate normal broadcast input","None","False"
"16461","Choice replace tuple","None","False"
"16460","DOC, MAINT: Various cleanups and documentation needed for release.","Maintenance,Documentation,WIP","False"
"16457","REL: Prepare for the NumPy 1.19.0rc2 release.","Documentation,Release","True"
"16456","DOC: Fix troubleshooting code snippet when env vars are empty","Maintenance,Documentation,Backport","True"
"16454","TST: Add tests for PyArray_IntpConverter","Testing","True"
"16452","DOC,ENH: extend error message when Accelerate is detected","Enhancement,Documentation","True"
"16450","DOC: Add a NEP link to all neps.","Maintenance,Documentation","True"
"16449","DOC: Improve docstring for ``np.core.records``","Documentation","False"
"16447","DOC: add a "make show" command to doc/Makefile","Maintenance","True"
"16446","BUG: fixes einsum output order with optimization (#14615)","Bug","True"
"16445","DOC: update roadmap","Documentation","True"
"16444","DOC: make clearer that sinc is normalized by a factor pi","Documentation","True"
"16442","ENH: Fix deprecated warn for Intel/Apple/Clang Compiler","Enhancement","True"
"16441","BUG: relpath fails for different drives on windows ","Bug,Backport","True"
"16439","ENH: enable pickle protocol 5 support for python3.5","Enhancement","True"
"16438","MAINT: Catch remaining cases of Py_SIZE and Py_TYPE as lvalues","Maintenance,Compiler","True"
"16437","MAINT: support python 3.10","Maintenance,Backport","True"
"16436","DOC: Add a reference into NEP 29,","Maintenance,Documentation","True"
"16435","BUG: Add extern to PyArrayDTypeMeta_Type declaration","Bug","True"
"16434","ENH: Support pickle5 on Python 3.5","None","False"
"16433","DOC: Fix description of dtype default in linspace","Documentation","True"
"16430","DOC: NEP for C style guide","Documentation","True"
"16428","DOC: Add style guide to howto_document","Enhancement,Documentation","True"
"16427","DOC: make NEP 18 status Final","Documentation","True"
"16423","TST: Simplify assert_warns in test_io.py","Maintenance","True"
"16422","DOC: Update assert_warns parameter list","Documentation","True"
"16421","[Deprecated] ENH: enable pickle protocol 5 support for python3.5","Enhancement","False"
"16420","DOC: Improve intersect1d docstring","Maintenance,Documentation","True"
"16418","MAINT: Chain some exceptions.","Maintenance","True"
"16417","MAINT: support python 3.10","Maintenance","True"
"16414","MAINT, DOC: add index for user docs.","Documentation,Backport","True"
"16413","DOC,BLD: Update make dist html target.","Documentation,Backport","True"
"16412","DOC,BLD: Update sphinx conf to use xelatex.","Documentation,Backport","True"
"16411","BUG: endpoints of array returned by geomspace() should match arguments","Bug","True"
"16409","TST, CI: turn on codecov patch diffs","","True"
"16408","DOC,BLD: Update sphinx conf to use xelatex.","Documentation","True"
"16404","DOC,BLD: Update make dist html target.","Documentation","True"
"16403","ENH: Fix Polynomial.fit() for multiple polynomial fitting","Enhancement","False"
"16402","TST, MAINT: Fix detecting and testing armhf features","Maintenance,Testing,Backport","True"
"16400","BUG: Fix small leaks in error path and ``empty_like`` with shape","Bug,Backport","True"
"16399","MAINT: Make ctypes optional on Windows","Maintenance,Backport","True"
"16398","MAINT: core: Use a raw string for the fromstring docstring.","Maintenance,Documentation,Backport","True"
"16397","ENH: Implement the NumPy C SIMD vectorization interface","Enhancement","True"
"16396","ENH: Move dispatch-able umath fast-loops to the new dispatcher","Enhancement","False"
"16395","ENH: Validate and disable CPU features in runtime","Enhancement","True"
"16393","MAINT: Use a raw string for the fromstring docstring.","Maintenance,Documentation","True"
"16392","MAINT: Stop uploading wheels to Rackspace.","Maintenance","True"
"16389","ENH: Hardcode buffer handling for simple scalars","Enhancement","True"
"16387","MAINT: Make ctypes optional on Windows","Maintenance","True"
"16385","DOC: Tighten howto-docs guide #16259","Documentation","True"
"16383","ENH: Optimize Cpu feature detect in X86, fix for GCC on macOS (#16297)","Maintenance,Backport","True"
"16376","BUG: `take` casting logic with an `out=` argument","Bug,Close?","False"
"16375","ENH: ARM Neon implementation with intrinsic for np.argmax.","Enhancement","True"
"16373","MAINT, DOC: add index for user docs.","Documentation","True"
"16371","ENH: Use AVX-512 for np.frexp and np.ldexp","Enhancement","True"
"16369","MAINT: Bump pytest-cov from 2.8.1 to 2.9.0","Maintenance","True"
"16368","MAINT: Bump hypothesis from 5.14.0 to 5.15.1","Maintenance","True"
"16367","MAINT: Bump cython from 0.29.17 to 0.29.19","Maintenance","True"
"16365","DOC: Fix an obvious mistake in a message printed in doc/Makefile.","Documentation","True"
"16363","ENH: expose cython isinstance checks for np.bool_, np.integer_, np.floating","Enhancement,Close?,Triaged","False"
"16362","MAINT: Streamline download-wheels.","Maintenance","True"
"16358","BUG: Fix dtype leak in `PyArray_FromAny` error path","Bug,Backport","True"
"16356","BUG: Indentation for docstrings","Bug,Backport","True"
"16355","MAINT: Remove f-strings in setup.py. (gh-16346)","Maintenance,Backport","True"
"16351","BUG: Fix small leaks in error path and ``empty_like`` with shape","Bug","True"
"16350","BUG: Set readonly flag in array interface","Bug,Needs Release Note.","True"
"16349","BUG: Indentation for docstrings","Bug","True"
"16348","BUG: Fix dtype leak in `PyArray_FromAny` error path","Bug","True"
"16346","MAINT: Remove f-strings in setup.py.","Maintenance","True"
"16344","BUG: Allow attaching documentation twice in add_docstring","Bug,Documentation,Backport","True"
"16343","BLD: Avoid "visibility attribute not supported" warning.","Maintenance,Backport","True"
"16342","MAINT: Stop Using PyEval_Call* and simplify some uses","Maintenance,Backport","True"
"16341","BUG: Don't segfault on bad __len__ when assigning. (gh-16327)","Bug,Backport","True"
"16338","Asdf","None","False"
"16337","CI: Create a link for the circleCI artifact","","True"
"16336","BUG: Fix refcounting in add_newdoc","Bug","True"
"16334","ENH: Use AVX-512 for np.isnan, np.infinite, np.isinf and np.signbit","Enhancement","True"
"16333","DOC: Fix spelling typo - homogenous to homogeneous. (#16324)","Maintenance","True"
"16332","DOC: link np.interp to SciPy's interpolation functions (closes #14154)","None","True"
"16329","MAINT: Cleanup 'tools/download-wheels.py'","Maintenance","True"
"16327","BUG: Don't segfault on bad __len__ when assigning.","Bug","True"
"16326","ENH: Add allow_pickle option for savez and savez_compressesd","Enhancement,Needs decision,Python API,Triaged","False"
"16323","DOC: Reconstruct Testing Guideline.","Documentation","True"
"16322","BUG: prevent warning in np.testing in presence of non-standard NaNs","None","False"
"16321","ENH: Improve the ARM cpu feature detection by parsing /proc/cpuinfo","Enhancement","True"
"16320","DOC: Document K,A ordering for .tobytes(), and add K/A mnemonic.","None","False"
"16318","MAINT: Stop Using PyEval_Call* and simplify some uses","Maintenance","True"
"16316","MAINT: Bump numpydoc version","Maintenance","True"
"16315","TST: Try Python 3.9 testing.","Testing","False"
"16314","DOC: Fix documentation rendering,","Documentation,Backport","True"
"16312","BUG: relpath fails for different drives on windows","Bug,Backport","True"
"16311","DOC: Fix ``np.ma.core.doc_note``","Documentation","True"
"16308","BUG: relpath fails for different drives on windows","Bug","True"
"16306","DOC: Fix troubleshooting code snippet when env vars are empty","Maintenance,Documentation","True"
"16305","DOC: Fix packbits documentation rendering,","Documentation","True"
"16304","TST, MAINT: Fix detecting and testing armhf features","Maintenance,Testing","True"
"16301","BUG: Require Python >= 3.6 in setup.py","Bug,Backport","True"
"16300","DOC: Fix bad reference in ``numpy.ma``","Maintenance,Documentation","True"
"16298","BUG: np.info does not show keyword-only arguments","Bug","True"
"16297","ENH: Optimize Cpu feature detect in X86, fix for GCC on macOS","Maintenance","True"
"16296","DOC: Fix malformed docstrings in ma.","Maintenance,Documentation","True"
"16295","BUG: Require Python >= 3.6 in setup.py","Bug","True"
"16293","BUG: Fix tools/download-wheels.py.","Bug,Backport","True"
"16292","BUG: Fix tools/download-wheels.py.","Bug","True"
"16291","DOC: Improve "tobytes" docstring.","Documentation","True"
"16289","Update _add_newdocs.py","None","False"
"16288","BLD: Avoid "visibility attribute not supported" warning","Maintenance","True"
"16286","MAINT: Update sphinx requirement from <3.0,>=2.2.0 to >=2.2.0,<4.0","Maintenance","False"
"16285","MAINT: Bump hypothesis from 5.12.0 to 5.14.0","Maintenance","True"
"16284","MAINT: Clean up the implementation of quantile","Maintenance","True"
"16283","DOC: Add a note about performance of isclose compared to math.isclose","Documentation","True"
"16280","REL: Prepare for the 1.19.0 release","Release","True"
"16278","DOC: Clarifications for ``np.var``.","Documentation","True"
"16276"," BUG: Ensure out argument is returned by identity for 0d arrays","Bug","True"
"16275","REL: Update master after 1.19.x branch.","Release","True"
"16274","MAINT: cleanups to quantile","Maintenance","True"
"16273","BUG: Order percentile monotonically","Bug","True"
"16269","DOC: Fix typos and cosmetic issues","Documentation","True"
"16267","DOC: Clarifications for np.std","Documentation","True"
"16266","ENH: include dt64/td64 isinstance checks in ``__init__.pxd``","Enhancement","True"
"16265","ENH: Add tool for downloading release wheels from Anaconda.","Enhancement","True"
"16263","BUG: Add missing decref in fromarray error path","Bug","True"
"16260","DOC: Improve `rec.array` function documentation (#15853)","Documentation","True"
"16259","DOC: Tighten howto-docs guide","Documentation","False"
"16258","DOC: Update the f2py section of the "Using Python as Glue" page.","Documentation","True"
"16257","DOC: Update the f2py section of the "Using Python as Glue" page.","Documentation","True"
"16254","MAINT: Chain exceptions in generate_umath.py","Maintenance","True"
"16253","DOC: Clarify tiny/xmin in finfo and machar (gh-16253)","Documentation","True"
"16249","DOC: Improve see-also for `stack`","None","False"
"16248","MRG, ENH: added edge keyword argument to digitize","Enhancement,Python API","True"
"16247","ENH:Umath Replace raw SIMD of unary float point(32-64) with NPYV - g0","Enhancement,WIP","True"
"16245","DOC: Model tutorial format based on tutorial-svd","Documentation","False"
"16242","BUG: Fix default fallback in genfromtxt","Bug","True"
"16240","DOC: Warn about behavior of ptp with signed integers.","Documentation","True"
"16239","BUG,DOC: Allow attach docs twice but error if wrong","Bug,Documentation","True"
"16238","MAINT: Unify cached (C-level static) imports","Maintenance","True"
"16237","MAINT: precompute log(2.0 * M_PI) in `random_loggam'","Enhancement","True"
"16232","DEP: Deprecate ufunc.outer with matrix inputs","Deprecation","True"
"16231","Discard np.random.beta samples that are zero or one","None","False"
"16228","DOC: Add Clang and MSVC to supported compilers list","None","True"
"16227","DOC: Add PyDev instructions to troubleshooting doc","None","True"
"16226","DOC: Fix Generator.choice docstring","None","True"
"16224","ENH: add manylinux1 openblas hashes","Enhancement","True"
"16223","BUG: fix signature of PyArray_SearchSorted in __init__.pxd","Bug","True"
"16221","ENH: Fix fromfile to work with gzip files.","Enhancement,Triaged","False"
"16218","MAINT: Chain exceptions in npyio.py","Maintenance","False"
"16216","DOC,BLD: pin sphinx to <3.0 in doc_requirements.txt","Documentation","True"
"16215","MAINT: Chain exceptions and use NameError in np.bmat","Maintenance","True"
"16214","BUG: skip complex256 arcsinh precision test on glibc2.17","Bug,Testing","True"
"16213","ENH: backport scipy changes to openblas download script","Enhancement","True"
"16210","DOC: warn about runtime of shares_memory","Documentation","True"
"16209","BUG: Make attaching docstrings to __array_function__ funcs more robust","Bug,Maintenance","False"
"16207","DOC: Add PyArray_ContiguousFromObject C docs","Documentation","True"
"16204","MAINT: Bump pytest from 5.4.1 to 5.4.2","Maintenance","True"
"16203","MAINT: Bump hypothesis from 5.10.4 to 5.12.0","Maintenance","True"
"16201","DOC: update Code of Conduct committee","Documentation","True"
"16200","ENH: Rewrite of array-coercion to support new dtypes","WIP,priority: high","True"
"16199","DOC: Improve docstring of ``numpy.core.records``","Documentation","True"
"16197","DOC: Unify cross-references between array joining methods","Documentation","True"
"16188","MAINT: cleanups to _iotools.StringConverter","Maintenance","True"
"16185","ENH: Allow pickle with protocol 5 when higher is requested","Enhancement","True"
"16183","DOC: Fix link to numpy docs in README.","None","True"
"16182","Update Docs : point users of np.outer to np.multiply.outer","None","True"
"16174","DOC: Add transition note to all lib/poly functions","Documentation","True"
"16173","MAINT: Mark tests as a subpackage rather than data.","Maintenance,Testing","True"
"16171","ENH: allow choosing which manylinux artifact to download","Enhancement","True"
"16170","ENH: resync numpy/__init__.pxd with upstream","Enhancement,Maintenance","True"
"16169","DOC,BLD: Add :doc: to whitelisted roles in refguide_check.","Documentation","True"
"16168","BUG:Umath remove unnecessary include of simd.inc in fast_loop_macro.h","","True"
"16167","DOC: Increase guidance and detail of np.polynomial docstring","Documentation","True"
"16162","BUG: add missing numpy/__init__.pxd to the wheel","Bug","True"
"16156","DEP: Deprecate `numpy.dual`.","Deprecation","True"
"16155","CI: unpin 32-bit manylinux2010 image tag","Testing","True"
"16153","BUG: Correct loop order in MT19937 jump","Bug","True"
"16151","MAINT: Bump pytz from 2019.3 to 2020.1","Maintenance","True"
"16147","CI: pin 32-bit manylinux2010 image tag","Testing","True"
"16145","DOC: Add VSCode help link to importerror troubleshooting","Documentation","True"
"16144","REL: Update master after NumPy 1.18.4 release","Documentation,Release","True"
"16141","BENCH: Default to building HEAD instead of master","","True"
"16140","REL: Prepare for the NumPy 1.18.4 release.","Documentation,Release","True"
"16134","ENH: Implement concatenate dtype and casting keyword arguments","Enhancement,Deprecation,Python API","True"
"16133","MAINT: Unify casting error creation (outside the iterator)","Maintenance","True"
"16132","DOC: Change import error "howto" to link to new troubleshooting page.","Maintenance,Documentation,Backport","True"
"16131","BUG: Check for NULL pointer in ``get_decsrcref_fields_transfer_function``.","Bug","False"
"16130","DOC: Correct documentation of ``__array__`` when used as output array.","Documentation","True"
"16129","ENH: Better error message when ``bins`` has float value in ``histogramdd``.","Enhancement","True"
"16128","ENH: Add equal_nan keyword argument to array_equal","Enhancement,Python API","True"
"16127","Improved one of the error messages for histogramdd.py as outlined in â¦","None","False"
"16125","BUG: lib: Fix a problem with vectorize with default parameters.","Bug","True"
"16122","DOC: Fix links for NEP 40 in NEP 41","Maintenance,Documentation","True"
"16121","MAINT: Chain exceptions in several places","Maintenance","True"
"16119","DOC: Move misplaced news fragment for gh-13421","Maintenance","True"
"16114","BLD: put openblas library in local directory on windows","Maintenance,Backport","True"
"16113","MAINT: Fix random.PCG64 signature","Maintenance,Documentation","True"
"16110","ENH:Distutils Remove debugging symbols by default","Enhancement","False"
"16109","REV: Reverts side-effect changes to casting","Bug,Regression,Backport","True"
"16102","ENH: correct identity for logaddexp2 ufunc: -inf","Enhancement","True"
"16101","BLD: put openblas library in local directory on windows","Maintenance","True"
"16100","NEP 41: Accept NEP 41 and add DType<->scalar duplication paragraph","","True"
"16097","MAINT, DOC: Improve grammar on a comment in the quickstart","Maintenance,Documentation","True"
"16094","TST: use latest released PyPy instead of nightly builds","Testing","True"
"16091","BLD: fix path to libgfortran on macOS","Testing","True"
"16090","BUG: random: Generator.integers(2**32) always returned 0.","Bug,Backport","True"
"16086","MAINT: Bump hypothesis from 5.10.1 to 5.10.4","Maintenance","True"
"16085","MAINT: Bump cython from 0.29.16 to 0.29.17","Maintenance","True"
"16084","DOC: tweak neps/scope.rst","Documentation","True"
"16083","DOC: improve development debugging doc","Documentation","True"
"16081","DOC: add note on type casting to numpy.left_shift().","None","True"
"16080","BUG: numpy.einsum indexing arrays now accept numpy int type","Bug,Enhancement","True"
"16079","DOC,BLD: Limit timeit iterations in random docs.","","True"
"16078","DOC: Add axis to random module "new or different" docs","Documentation","True"
"16077","BLD: fix path to libgfortran on macOS","Testing","True"
"16076","BUG: random: Generator.integers(2**32) always returned 0.","Bug","True"
"16075","DOC: add a note on sampling 2-D arrays to random.choice docstring","Documentation","True"
"16072","BUG: Create polynomial instance from existing polynomial instance","None","False"
"16069","DOC: Added page describing how to contribute to the docs team","Documentation","True"
"16068","BUG: Fix string to bool cast regression","Bug,Regression","True"
"16067","MAINT: Chain exceptions in memmap.py and core.py","Maintenance","True"
"16064","MAINT: Chain exceptions in several places.","Maintenance","True"
"16061","ENH: Chained exceptions in linalg.py and polyutils.py","None","True"
"16060","ENH: Chain exception in memmap.py","None","False"
"16056","DEP: Deprecate inexact matches for mode, searchside","Deprecation,Python API","True"
"16055","BLD: add i686 for 1.18 builds","","True"
"16054","DOC, BLD: update release howto and walkthrough for ananconda.org storage","Documentation","True"
"16053","DOC: Small typo fixes to NEP 40.","Documentation","True"
"16051","DOC: Add missing bracket","Maintenance","True"
"16043","DOC: Add converters example to the loadtxt  docstring","Documentation","True"
"16042","ENH: Fix exception causes in build_ext.py","None","True"
"16041","BUG: missing 'f' prefix for fstring","Bug","True"
"16038","MAINT,TST: Move _repr_latex tests to test_printing.","Maintenance,Testing","True"
"16032","ENH: Fix exception causes in build_clib.py","None","True"
"16025","DOC: initialise random number generator before first use in quickstart","Documentation","True"
"16024","MAINT: Bump hypothesis from 5.8.3 to 5.10.1","Maintenance","True"
"16021","REL: Update master after 1.18.3 release.","Release","True"
"16020","REL: Prepare for NumPy 1.18.3 release.","Documentation,Release","True"
"16017","BUG: Alpha parameter must be 1D in `generator.dirichlet`","Bug,Regression,Backport","True"
"16015","DOC: update first section of NEP 37 (``__array_function__`` downsides)","Documentation","True"
"16014","DOC: Change import error "howto" to link to new troubleshooting page","Maintenance,Documentation","True"
"16011","DOC: Clarify single-segment arrays in np reference","Documentation","True"
"16010","BUG: Fix lexsort axis check","Bug","True"
"16009","MAINT: Replace npyiter_order_converter with PyArray_OrderConverter","Maintenance","True"
"16008","BUG: Unify handling of string enum converters","Bug","True"
"16007","TST: Add tests for the conversion utilities","Testing","True"
"16001","DOC: add note on flatten ordering in matlab page","Documentation","True"
"16000","NEP: Improve Value Based Casting paragraph in NEP 40","None","True"
"15997","ENH: improve printing of arrays with multi-line reprs","Enhancement","True"
"15993","DOC: Fix method documentation of function sort in MaskedArray","Documentation","True"
"15991","BUG: max/min of a masked array dtype fix","Bug","True"
"15990","DEV: Pass additional runtests.py args to ASV ","Enhancement,Benchmark","True"
"15989","MAINT: Remove 0d check for PyArray_ISONESEGMENT","None","True"
"15988","BUG: Fix inf and NaN-warnings in half float `nextafter`","Bug,Needs tests","True"
"15985","BUG: Avoid duplication in stack trace of `linspace(a, b, num=1.5)`","Bug","True"
"15982","MAINT/BUG: Cleanup and minor fixes to conform_reduce_result","Bug,Maintenance","True"
"15970","Some Refactoring","Close?","False"
"15969","DOC: Document how to keep original values when sampling using choice","Documentation","False"
"15968","DOC: Added note to angle function docstring about angle(0) being 0.","None","True"
"15967","TST: Add slow_pypy support","Enhancement,Testing","True"
"15966","WIP/MAINT: distutils: Filter Accelerate libs, and don't use 'accelerate' for BLAS or LAPACK.","","False"
"15964","MAINT: Bump hypothesis from 5.8.0 to 5.8.3","Maintenance","True"
"15963","TST: Round-trip test `np.save`/`np.load` with Hypothesis","Testing","False"
"15954","BUG: Check that `pvals` is 1D in `_generator.multinomial`.","Bug,Regression,Backport","True"
"15953","NEP: minor maintenance, update filename and fix a cross-reference","Maintenance","True"
"15951","BUG: Alpha parameter must be 1D in `generator.dirichlet`","Bug,Regression","True"
"15950","ENH: temporary fix for polynomial discarding masked_array's mask.","Enhancement","False"
"15949","BUG: fix AttributeError on accessing object in nested MaskedArray.","Bug","True"
"15944","WIP: add support for element lifecycle hooks","Enhancement,Close?","False"
"15939","DOC: Update np.rollaxis docstring","Documentation","True"
"15938","BUG: Add _LARGE_FILES to def_macros[] when platform is AIX.","Bug","True"
"15936","MAINT: Fix capitalization in error message in `mtrand.pyx`","Maintenance","True"
"15931","DOC: Correct private function name to PyArray_AdaptFlexibleDType","Documentation","True"
"15930","BUG: Guarantee array is in valid state after memory error occurs in getset.c","Bug,Backport","True"
"15929","BUG,MAINT: Remove incorrect special case in string to number casts","Bug,Backport","True"
"15928","DOC: Update np.copy docstring to include ragged case","Documentation","True"
"15921","ENH: Use sysconfig instead of probing Makefile","Enhancement,Triage-review","True"
"15920","DOC: Improve docstring for numpy.linalg.lstsq","Documentation","True"
"15918","BUG: Add error-checking versions of strided casts.","Bug","False"
"15917","DOC: Add references to NA NEP.","Documentation,Triage-review","False"
"15916","BUG: Fix eigh and cholesky methods of numpy.random.multivariate_normal","Bug,Backport","True"
"15914","BUG: random: Disallow p=0 in negative_binomial","Bug","True"
"15908","DOC: Added new page describing how to contribute to the docs team","Documentation","False"
"15907","DOC: Update documentation w.r.t. NPY_RELAXED_STRIDES_CHECKING","Documentation","True"
"15904","MAINT: records: Remove private `format_parser._descr` attribute","Maintenance","True"
"15903","BLD: report clang version on macOS","Testing","True"
"15901","DOC: Fixed order of items and link to mailing list in dev docs index.","None","True"
"15900","DEP: Ensure indexing errors will be raised even on empty results","Deprecation","True"
"15899","DOC: Improve record module documentation","Documentation","True"
"15894","DOC: Add missing doc of numpy.ma.apply_over_axes in API list.","Documentation","True"
"15893","TST: Run test_large_zip in a child process","Testing","True"
"15891","DOC: Clarify docs on mixed advanced indexing and slicing","Documentation","True"
"15887","MAINT: Clean-up 'next = __next__' used for Python 2 compatibility","Maintenance,Py3K","True"
"15886","DEP: Deprecate passing shape=None to mean shape=()","Deprecation,Needs tests","True"
"15885","BUG: Respect itershape=() in nditer","Bug","True"
"15884","BUG: Setting a 0d array's strides to themselves should be legal","Bug","True"
"15883","MAINT: Remove duplicated code in iotools.py","Maintenance","True"
"15882","BUG: Do not ignore empty tuple of strides in ndarray.__new__","Bug","True"
"15881","BUG: Fix empty_like to respect shape=()","Bug","True"
"15879","ENH: add full ndarray output in testing.assert*","Enhancement","False"
"15877","DOC: Add missing signature from nditer docstring","Documentation","True"
"15876","BUG: Check that `pvals` is 1D in `_generator.multinomial`.","Bug,Regression","True"
"15872","BUG: Fix eigh and cholesky methods of numpy.random.multivariate_normal","Bug","True"
"15870","ENH: Add keepdims argument to count_nonzero","Enhancement","True"
"15868","TST: use draft OpenBLAS build","Testing","True"
"15867","DEP: Deprecate ndarray.tostring()","Deprecation","True"
"15866","MAINT: Bump cython from 0.29.15 to 0.29.16","Maintenance","True"
"15865","MAINT: Bump hypothesis from 5.6.0 to 5.8.0","Maintenance","False"
"15861","DOC: Add note about allocating PyArray_ArrayDescr with PyArray_malloc.","Documentation","False"
"15854","DOC: Fix docstring for _hist_bin_auto.","None","True"
"15850","DOC: fix typo in C-API reference","Documentation","True"
"15848","DOC, TST: enable refguide_check in circleci","None","True"
"15843","DOC: First steps towards docs restructuring (NEP 44)","","True"
"15840","BUG,DEP: Make `scalar.__round__()` behave like pythons round","Enhancement,Python API","True"
"15839","DOC: Minor fix to _hist_bin_fd documentation","Documentation","True"
